filename,N_gt,N_asr,M,S,I,D,wer,recall,precision,f1_score
common_voice_he_39937165,9,9,9,0,0,0,0,1,1,1
common_voice_he_39937166,6,6,6,0,0,0,0,1,1,1
common_voice_he_39937167,6,5,4,1,0,1,0.333,0.667,0.800,0.727
common_voice_he_39937168,10,10,10,0,0,0,0,1,1,1
common_voice_he_39937169,11,11,11,0,0,0,0,1,1,1
common_voice_he_39937170,8,8,8,0,0,0,0,1,1,1
common_voice_he_39937171,13,13,13,0,0,0,0,1,1,1
common_voice_he_39937172,6,6,6,0,0,0,0,1,1,1
common_voice_he_39937173,7,7,7,0,0,0,0,1,1,1
common_voice_he_39937174,7,7,7,0,0,0,0,1,1,1
common_voice_he_39937175,5,5,5,0,0,0,0,1,1,1
common_voice_he_39937181,9,9,9,0,0,0,0,1,1,1
common_voice_he_39937182,10,10,10,0,0,0,0,1,1,1
common_voice_he_39937203,6,6,6,0,0,0,0,1,1,1
common_voice_he_39937204,9,9,9,0,0,0,0,1,1,1
common_voice_he_39937205,11,11,11,0,0,0,0,1,1,1
common_voice_he_39937206,13,13,13,0,0,0,0,1,1,1
common_voice_he_39937207,7,7,7,0,0,0,0,1,1,1
common_voice_he_39937264,10,10,10,0,0,0,0,1,1,1
common_voice_he_39937265,8,8,8,0,0,0,0,1,1,1
common_voice_he_39937266,4,4,4,0,0,0,0,1,1,1
common_voice_he_39937267,12,12,12,0,0,0,0,1,1,1
common_voice_he_39937268,10,10,10,0,0,0,0,1,1,1
common_voice_he_39937269,11,11,11,0,0,0,0,1,1,1
common_voice_he_39937270,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39937271,6,6,6,0,0,0,0,1,1,1
common_voice_he_39937272,14,14,14,0,0,0,0,1,1,1
common_voice_he_39937278,6,6,6,0,0,0,0,1,1,1
common_voice_he_39937279,6,6,6,0,0,0,0,1,1,1
common_voice_he_39937280,6,6,6,0,0,0,0,1,1,1
common_voice_he_39937281,9,9,9,0,0,0,0,1,1,1
common_voice_he_39937282,5,5,5,0,0,0,0,1,1,1
common_voice_he_40001946,6,6,6,0,0,0,0,1,1,1
common_voice_he_40001947,8,8,8,0,0,0,0,1,1,1
common_voice_he_40001948,6,6,6,0,0,0,0,1,1,1
common_voice_he_40001949,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_40001950,12,12,11,1,0,0,0.083,0.917,0.917,0.917
common_voice_he_40001956,8,6,6,0,0,2,0.250,0.750,1,0.857
common_voice_he_40001957,9,9,9,0,0,0,0,1,1,1
common_voice_he_40001958,9,9,9,0,0,0,0,1,1,1
common_voice_he_40001959,8,8,8,0,0,0,0,1,1,1
common_voice_he_40001960,13,13,13,0,0,0,0,1,1,1
common_voice_he_40001961,10,10,10,0,0,0,0,1,1,1
common_voice_he_40001962,6,6,6,0,0,0,0,1,1,1
common_voice_he_40001963,6,6,6,0,0,0,0,1,1,1
common_voice_he_40001964,6,6,6,0,0,0,0,1,1,1
common_voice_he_40001965,14,14,14,0,0,0,0,1,1,1
common_voice_he_40001966,6,6,6,0,0,0,0,1,1,1
common_voice_he_40001967,8,8,8,0,0,0,0,1,1,1
common_voice_he_40001968,10,10,10,0,0,0,0,1,1,1
common_voice_he_40001970,7,7,7,0,0,0,0,1,1,1
common_voice_he_40001972,8,8,8,0,0,0,0,1,1,1
common_voice_he_43539839,6,6,6,0,0,0,0,1,1,1
common_voice_he_43539841,5,4,4,0,0,1,0.200,0.800,1,0.889
common_voice_he_43539842,7,7,7,0,0,0,0,1,1,1
common_voice_he_43539843,10,11,9,1,1,0,0.200,0.900,0.818,0.857
common_voice_he_43539844,3,3,3,0,0,0,0,1,1,1
common_voice_he_43539846,6,6,6,0,0,0,0,1,1,1
common_voice_he_43539848,6,6,6,0,0,0,0,1,1,1
common_voice_he_43539852,13,13,13,0,0,0,0,1,1,1
common_voice_he_43539859,7,7,7,0,0,0,0,1,1,1
TOTAL,6707,6668,6452,177,39,78,43.034,873.520,878.114,875.053
AVERAGE,7.370,7.327,7.090,0.195,0.043,0.086,0.047,0.960,0.965,0.962
