filename,N_gt,N_asr,M,S,I,D,wer,recall,precision,f1_score
common_voice_he_39327020,10,10,10,0,0,0,0,1,1,1
common_voice_he_39327022,8,8,8,0,0,0,0,1,1,1
common_voice_he_39659797,16,16,16,0,0,0,0,1,1,1
common_voice_he_39327025,11,11,11,0,0,0,0,1,1,1
common_voice_he_39327027,11,11,11,0,0,0,0,1,1,1
common_voice_he_39327033,5,5,5,0,0,0,0,1,1,1
common_voice_he_39327038,7,7,7,0,0,0,0,1,1,1
common_voice_he_39327040,6,6,6,0,0,0,0,1,1,1
common_voice_he_39327047,9,9,9,0,0,0,0,1,1,1
common_voice_he_39327048,10,10,10,0,0,0,0,1,1,1
common_voice_he_39327049,4,4,4,0,0,0,0,1,1,1
common_voice_he_39327118,10,10,10,0,0,0,0,1,1,1
common_voice_he_39327120,5,5,5,0,0,0,0,1,1,1
common_voice_he_40137979,9,9,9,0,0,0,0,1,1,1
common_voice_he_39642815,8,8,8,0,0,0,0,1,1,1
common_voice_he_39327218,10,10,10,0,0,0,0,1,1,1
common_voice_he_39642806,10,10,10,0,0,0,0,1,1,1
common_voice_he_39642807,9,9,9,0,0,0,0,1,1,1
common_voice_he_39642808,6,6,6,0,0,0,0,1,1,1
common_voice_he_39642809,13,13,13,0,0,0,0,1,1,1
common_voice_he_39642810,11,11,11,0,0,0,0,1,1,1
common_voice_he_39642811,9,9,9,0,0,0,0,1,1,1
common_voice_he_39642813,9,9,9,0,0,0,0,1,1,1
common_voice_he_39642814,7,7,7,0,0,0,0,1,1,1
common_voice_he_39642817,13,13,13,0,0,0,0,1,1,1
common_voice_he_39327121,10,10,10,0,0,0,0,1,1,1
common_voice_he_39642818,6,6,6,0,0,0,0,1,1,1
common_voice_he_39642819,9,9,9,0,0,0,0,1,1,1
common_voice_he_39884492,9,9,9,0,0,0,0,1,1,1
common_voice_he_38078769,10,10,10,0,0,0,0,1,1,1
common_voice_he_38078770,6,6,6,0,0,0,0,1,1,1
common_voice_he_43313116,9,9,9,0,0,0,0,1,1,1
common_voice_he_38078772,3,3,3,0,0,0,0,1,1,1
common_voice_he_40137982,7,7,7,0,0,0,0,1,1,1
common_voice_he_40137981,12,12,12,0,0,0,0,1,1,1
common_voice_he_39327217,7,7,7,0,0,0,0,1,1,1
common_voice_he_39327216,13,13,13,0,0,0,0,1,1,1
common_voice_he_39327215,8,8,8,0,0,0,0,1,1,1
common_voice_he_39327214,11,11,11,0,0,0,0,1,1,1
common_voice_he_39327123,12,12,12,0,0,0,0,1,1,1
common_voice_he_39327124,7,7,7,0,0,0,0,1,1,1
common_voice_he_39327125,19,19,19,0,0,0,0,1,1,1
common_voice_he_39327126,4,4,4,0,0,0,0,1,1,1
common_voice_he_39327137,4,4,4,0,0,0,0,1,1,1
common_voice_he_43313120,11,11,11,0,0,0,0,1,1,1
common_voice_he_39327139,7,7,7,0,0,0,0,1,1,1
common_voice_he_39327140,10,10,10,0,0,0,0,1,1,1
common_voice_he_39327141,16,16,16,0,0,0,0,1,1,1
common_voice_he_39327148,15,15,15,0,0,0,0,1,1,1
common_voice_he_39327151,10,10,10,0,0,0,0,1,1,1
common_voice_he_39327181,8,8,8,0,0,0,0,1,1,1
common_voice_he_39327182,9,9,9,0,0,0,0,1,1,1
common_voice_he_39327184,2,2,2,0,0,0,0,1,1,1
common_voice_he_39327185,15,15,15,0,0,0,0,1,1,1
common_voice_he_39327196,8,8,8,0,0,0,0,1,1,1
common_voice_he_39327197,14,14,14,0,0,0,0,1,1,1
common_voice_he_43313118,8,8,8,0,0,0,0,1,1,1
common_voice_he_39327200,7,7,7,0,0,0,0,1,1,1
common_voice_he_43539859,8,8,8,0,0,0,0,1,1,1
TOTAL,9305,9302,9049,223,30,33,29.325,883.540,883.976,883.637
AVERAGE,10.225,10.222,9.944,0.245,0.033,0.036,0.032,0.971,0.971,0.971
