filename,N_gt,N_asr,M,S,I,D,wer,recall,precision,f1_score
common_voice_he_39778694,12,10,7,3,0,2,0.417,0.583,0.700,0.636
common_voice_he_39778700,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39778701,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39778702,8,8,6,2,0,0,0.250,0.750,0.750,0.750
common_voice_he_39778703,13,12,10,2,0,1,0.231,0.769,0.833,0.800
common_voice_he_39778704,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39778705,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39778706,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39778707,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39778708,10,9,7,2,0,1,0.300,0.700,0.778,0.737
common_voice_he_39778709,6,6,3,3,0,0,0.500,0.500,0.500,0.500
common_voice_he_39785388,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39785389,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39785397,5,6,3,2,1,0,0.600,0.600,0.500,0.545
common_voice_he_39785398,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39785399,10,10,9,1,0,0,0.100,0.900,0.900,0.900
common_voice_he_39785400,8,7,5,2,0,1,0.375,0.625,0.714,0.667
common_voice_he_39785409,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39785410,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39785411,9,9,7,2,0,0,0.222,0.778,0.778,0.778
common_voice_he_39785412,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39785413,14,14,13,1,0,0,0.071,0.929,0.929,0.929
common_voice_he_39785416,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39785417,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_39785418,12,12,10,2,0,0,0.167,0.833,0.833,0.833
common_voice_he_39785419,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39785420,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39785423,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_39785424,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39785425,6,7,4,2,1,0,0.500,0.667,0.571,0.615
common_voice_he_39785442,8,8,0,8,0,0,1,0,0,0
common_voice_he_39785444,5,6,4,1,1,0,0.400,0.800,0.667,0.727
common_voice_he_39785446,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39785447,6,7,4,2,1,0,0.500,0.667,0.571,0.615
common_voice_he_39785449,7,7,5,2,0,0,0.286,0.714,0.714,0.714
common_voice_he_39785511,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39785512,13,13,12,1,0,0,0.077,0.923,0.923,0.923
common_voice_he_39785513,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39785514,5,6,3,2,1,0,0.600,0.600,0.500,0.545
common_voice_he_39785515,8,8,5,3,0,0,0.375,0.625,0.625,0.625
common_voice_he_39831293,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_39831294,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39831297,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39831299,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_39831308,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39831309,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39831310,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39831311,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39831312,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39831318,7,7,4,3,0,0,0.429,0.571,0.571,0.571
common_voice_he_39831319,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39831320,9,9,7,2,0,0,0.222,0.778,0.778,0.778
common_voice_he_39831321,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39831322,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39831338,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39831339,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39831340,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39831341,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39831342,9,9,7,2,0,0,0.222,0.778,0.778,0.778
common_voice_he_39831343,7,7,5,2,0,0,0.286,0.714,0.714,0.714
common_voice_he_39831344,10,10,0,10,0,0,1,0,0,0
common_voice_he_39831345,8,9,6,2,1,0,0.375,0.750,0.667,0.706
common_voice_he_39831351,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39831352,7,9,3,4,2,0,0.857,0.429,0.333,0.375
common_voice_he_39831353,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39831354,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39831355,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39831361,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39831362,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39831363,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39831364,8,8,4,3,1,1,0.625,0.500,0.500,0.500
common_voice_he_39831365,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39831376,7,8,0,7,1,0,1.143,0,0,0
common_voice_he_39831377,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39831378,9,8,6,2,0,1,0.333,0.667,0.750,0.706
common_voice_he_39831379,8,8,3,5,0,0,0.625,0.375,0.375,0.375
common_voice_he_39918055,9,10,8,1,1,0,0.222,0.889,0.800,0.842
common_voice_he_39918056,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39918057,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39918058,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39918059,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39918065,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39918066,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39918067,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39918068,14,12,0,12,0,2,1,0,0,0
common_voice_he_39918069,5,4,3,1,0,1,0.400,0.600,0.750,0.667
common_voice_he_39937156,5,6,3,2,1,0,0.600,0.600,0.500,0.545
common_voice_he_39937157,14,15,0,14,1,0,1.071,0,0,0
common_voice_he_39937158,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39937159,6,6,6,0,0,0,0,1,1,1
common_voice_he_39937160,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39937161,14,14,12,2,0,0,0.143,0.857,0.857,0.857
common_voice_he_39937162,8,7,5,2,0,1,0.375,0.625,0.714,0.667
common_voice_he_39937163,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39937164,8,8,6,2,0,0,0.250,0.750,0.750,0.750
common_voice_he_39937165,9,9,7,2,0,0,0.222,0.778,0.778,0.778
common_voice_he_39937166,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39937167,4,4,2,2,0,0,0.500,0.500,0.500,0.500
common_voice_he_39937168,9,10,7,2,1,0,0.333,0.778,0.700,0.737
common_voice_he_39937169,11,11,10,1,0,0,0.091,0.909,0.909,0.909
common_voice_he_39937170,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_39937171,13,13,12,1,0,0,0.077,0.923,0.923,0.923
common_voice_he_39937172,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39937173,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39937174,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39937175,6,8,4,2,2,0,0.667,0.667,0.500,0.571
common_voice_he_39937181,9,9,7,2,0,0,0.222,0.778,0.778,0.778
common_voice_he_39937182,12,12,11,1,0,0,0.083,0.917,0.917,0.917
common_voice_he_39937203,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39937204,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_39937205,11,11,9,2,0,0,0.182,0.818,0.818,0.818
common_voice_he_39937206,12,13,11,1,1,0,0.167,0.917,0.846,0.880
common_voice_he_39937207,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_39937264,11,11,10,1,0,0,0.091,0.909,0.909,0.909
common_voice_he_39937265,8,8,8,0,0,0,0,1,1,1
common_voice_he_39937266,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39937267,12,10,8,2,0,2,0.333,0.667,0.800,0.727
common_voice_he_39937268,9,10,7,2,1,0,0.333,0.778,0.700,0.737
common_voice_he_39937269,11,11,10,1,0,0,0.091,0.909,0.909,0.909
common_voice_he_39937270,6,6,2,4,0,0,0.667,0.333,0.333,0.333
common_voice_he_39937271,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39937272,14,14,13,1,0,0,0.071,0.929,0.929,0.929
common_voice_he_39937278,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_39937279,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39937280,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_39937281,9,8,6,2,0,1,0.333,0.667,0.750,0.706
common_voice_he_39937282,5,6,3,2,1,0,0.600,0.600,0.500,0.545
common_voice_he_40001946,6,6,6,0,0,0,0,1,1,1
common_voice_he_40001947,6,8,4,2,2,0,0.667,0.667,0.500,0.571
common_voice_he_40001948,5,6,3,2,1,0,0.600,0.600,0.500,0.545
common_voice_he_40001949,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_40001950,12,12,9,3,0,0,0.250,0.750,0.750,0.750
common_voice_he_40001956,5,8,0,5,3,0,1.600,0,0,0
common_voice_he_40001957,9,9,8,1,0,0,0.111,0.889,0.889,0.889
common_voice_he_40001958,9,9,7,2,0,0,0.222,0.778,0.778,0.778
common_voice_he_40001959,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_40001960,13,13,12,1,0,0,0.077,0.923,0.923,0.923
common_voice_he_40001961,10,8,6,2,0,2,0.400,0.600,0.750,0.667
common_voice_he_40001962,6,6,2,4,0,0,0.667,0.333,0.333,0.333
common_voice_he_40001963,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_40001964,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_40001965,14,14,12,2,0,0,0.143,0.857,0.857,0.857
common_voice_he_40001966,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_40001967,7,8,5,2,1,0,0.429,0.714,0.625,0.667
common_voice_he_40001968,10,10,8,2,0,0,0.200,0.800,0.800,0.800
common_voice_he_40001970,6,7,4,2,1,0,0.500,0.667,0.571,0.615
common_voice_he_40001972,8,8,7,1,0,0,0.125,0.875,0.875,0.875
common_voice_he_43539839,6,6,6,0,0,0,0,1,1,1
common_voice_he_43539841,6,6,4,2,0,0,0.333,0.667,0.667,0.667
common_voice_he_43539842,7,7,6,1,0,0,0.143,0.857,0.857,0.857
common_voice_he_43539843,12,13,9,3,1,0,0.333,0.750,0.692,0.720
common_voice_he_43539844,4,4,3,1,0,0,0.250,0.750,0.750,0.750
common_voice_he_43539846,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_43539848,6,6,5,1,0,0,0.167,0.833,0.833,0.833
common_voice_he_43539852,13,13,12,1,0,0,0.077,0.923,0.923,0.923
common_voice_he_43539859,7,7,7,0,0,0,0,1,1,1
TOTAL,6768,6789,4489,2184,116,95,336.116,591.612,589.879,590.066
AVERAGE,7.437,7.460,4.933,2.400,0.127,0.104,0.369,0.650,0.648,0.648
